gene,lfc,q
VAMP2,-0.316628616,0.024034422
C19orf48,-0.316628144,3.01E-02
C17orf58,-0.316576298,2.62E-03
EOLA1,-0.316458255,0.000959711
LINC01102,-0.31644,0.043495877
EARS2,-0.316274854,0.003051991
DTD1,-0.31623752,0.00222999
RAB12,-0.31618477,0.006191094
KIAA1841,-0.316156094,0.000391707
WSB1,-0.3160505,0.032640472
LUC7L2,-0.316044345,0.000206639
BACE1,-0.315674064,0.039895288
DCTPP1,-0.315568376,0.00798341
FAM86C1P,-0.315529973,0.015952691
FAM133A,-0.315367138,0.027414403
AFF3,-0.315011039,0.037091897
ARL8B,-0.314773869,0.00095381
TMEM33,-0.314737683,3.11E-05
KIAA1109,-0.314730935,0.001023698
ARMC10,-0.314624046,0.00049221
EIF4A2,-0.314594413,0.005021053
SEPHS2,-0.314590284,0.004579435
STMN1,-0.314539938,0.015619076
ZNF544,-0.314379713,0.00094334
HSPA14,-0.314286149,3.16E-05
MCTS1,-0.314063424,0.003843525
YWHAQ,-0.314038099,0.001136804
RASSF5,-0.313912816,0.038840166
HDGFL3,-0.313894693,0.004963336
OSBPL6,-0.313711761,0.025061641
MTCL1,-0.313271311,0.024351975
NLGN4Y,-0.313224361,0.001314827
GMFB,-0.313099213,0.006488591
NAA35,-0.312944748,6.88E-05
BTRC,-0.312904198,0.001188547
TIGD2,-0.312885921,0.020813368
KATNAL1,-0.312784545,6.31E-05
MEIOC,-0.312632635,0.013949278
COX10,-0.312609296,7.66E-05
POC5,-0.312392396,0.028506502
EFCAB5,-0.312173502,0.018816871
SCAPER,-0.312171861,0.001320506
ASPHD2,-0.312136732,0.04217998
RCOR3,-0.311927605,0.00085147
PPP2CA,-0.311904847,0.001514654
SNAPC5,-0.311852103,0.003557943
DNAJC18,-0.311571989,9.44E-06
GARNL3,-0.311247865,0.002047432
SENP6,-0.311202326,0.000296287
GABPB1,-0.311103788,0.000178349
C2orf69,-0.310873323,0.012915794
BRI3BP,-0.31066253,0.000518269
MPPE1,-0.310388662,0.004280212
HECTD4,-0.3101023,0.021774233
C10orf88,-0.309975341,0.001664418
GBA,-0.309954786,0.0097201
PITPNA,-0.309948961,0.003508469
DPY19L1,-0.309927175,0.021253807
KIAA0232,-0.309879865,6.78E-05
RNF180,-0.309763181,0.033157186
MON2,-0.309589956,0.004048514
TRAPPC8,-0.309398142,0.0001364
M6PR,-0.309335498,0.00866844
MKKS,-0.309229071,0.000992249
CCNT2,-0.309205853,0.001464167
SELENOT,-0.309202031,0.003000023
TBL1XR1,-0.30914248,0.000417437
CCDC88A,-0.30907165,0.023862205
RAB14,-0.309052986,7.38E-04
EBNA1BP2,-0.30899412,0.001840358
PGBD4,-0.308988428,0.001395681
PIGB,-0.308943337,0.001810874
CHD6,-0.308806598,0.000203239
PHTF2,-0.308669433,1.79E-02
CENPH,-0.308594996,0.026808528
ZNF518A,-0.30851028,0.032466724
TRIM33,-0.308210541,0.006254272
NRSN2,-0.308112276,0.033746047
PIP4P2,-0.30804253,0.028849597
OSCP1,-0.307826082,0.030876277
MSTO1,-0.307823599,0.001285576
OMG,-0.307712528,0.013373779
NDUFB5,-0.307660669,0.007866389
OCIAD2,-0.307644148,0.032992945
PMS1,-0.30759757,1.61E-03
EHBP1,-0.30743867,0.002141274
FAM156A,-0.307225071,0.042873887
ZNF292,-0.307156258,0.013563157
AP1S2,-0.307104708,0.005329572
EIF2B3,-0.306869279,0.002056658
NPAT,-0.306772635,0.000717493
PECR,-0.306709924,0.002019962
PARP8,-0.306707956,0.038609477
ATXN1,-0.306333236,3.61E-04
ZKSCAN3,-0.306122242,0.004500363
SLC41A2,-0.305845534,0.031326667
NUP50,-0.305737943,0.000347222
GTF3C4,-0.305676715,0.002817187
TMEM168,-0.305650037,0.003285093
USP9X,-0.305630256,3.46E-05
ANKRD28,-0.305410961,0.003210595
GNPDA2,-0.305274197,0.005040802
BLOC1S2,-0.305176089,0.008163523
SLC3A1,-0.305165811,0.044085903
TOR1A,-0.305164571,4.98E-05
WRN,-0.304934366,0.009608493
RNF38,-0.304715044,0.000380666
MRTO4,-0.304676684,0.00457499
FCRLB,-0.304393987,0.04631809
USP15,-0.304227802,0.001350889
ZNF222,-0.304202396,0.00046405
API5,-0.304164594,9.61E-05
RNF170,-0.304160281,0.000596863
ZC3H13,-0.304089379,0.000180743
TIRAP,-0.304084948,0.019449375
ATP6V1H,-0.303993663,0.049547023
RPS6KA3,-0.303691127,0.018634922
ATG14,-0.303687,0.000197877
SHOC2,-0.303654829,0.010614817
U2SURP,-0.303529544,0.002255119
RUFY3,-0.303446542,0.000216224
ABHD13,-0.303444264,0.016851711
LEMD3,-0.303407992,0.005524467
CLYBL,-0.303333158,0.003361521
DPH6,-0.303301433,0.045944969
KLHL28,-0.303173699,0.023497732
SENP7,-0.303154414,0.03590645
SECISBP2L,-0.30312253,0.04405461
APEH,-0.302996483,0.010983869
PRDM10,-0.302820422,0.007843149
KLHL7,-0.302811808,0.002155616
IPP,-0.302594054,0.001724875
MDP1,-0.302506472,1.61E-02
PDS5B,-0.302369381,0.010121242
TPD52,-0.301874468,0.002789793
AP2B1,-0.301819496,0.000937204
HENMT1,-0.30174413,0.022627902
PRNP,-0.301720123,0.005759859
TENT2,-0.301655031,0.004795653
YME1L1,-0.301652244,0.00013685
NEMF,-0.301504969,0.005635337
ATP6V0C,-0.301480447,0.027606244
VPS13B,-0.300632284,0.000106371
LYPD5,-0.300473102,0.040947423
CDC42,-0.300396037,0.000474528
PER3,-0.300324625,0.030219079
ZFAND1,-0.300130606,0.000997125
ENTPD5,-0.300125129,0.004513185
MIR99AHG,-0.300030342,0.01653624
C1orf21,-0.299750854,0.040512461
CCDC65,-0.29967185,0.040426295
CKAP2,-0.299512244,0.034695822
ATP5F1A,-0.299373638,0.008046763
ZKSCAN1,-0.299036763,0.008422598
CEP295,-0.298850377,0.005640726
C17orf75,-0.298680461,0.001968145
MSANTD3,-0.298642914,0.00222999
SEPTIN6,-0.298412744,0.045049978
UQCRFS1,-0.298367536,0.027414403
DIS3,-0.298294521,0.00037517
RAB18,-0.298167617,0.000802302
PLAAT1,-0.298154304,0.038956123
ADAM9,-0.298104215,0.0186568
RPP40,-0.297782364,0.026224827
C16orf87,-0.297761808,0.014909795
CHURC1,-0.29774292,0.014725793
ATP5F1C,-0.29742018,0.002678659
BDH1,-0.297419141,0.019810603
PPIP5K1,-0.297346026,0.007614567
B4GAT1,-0.297148096,0.038190086
RABL3,-0.296934585,0.000239561
TIMM10B,-0.296914099,4.37E-05
GGCT,-0.296833118,0.042476868
KIDINS220,-0.296689135,0.002161416
ZFP1,-0.296414798,0.002095431
MED7,-0.29639236,0.000577615
ZNF713,-0.296301043,0.033205894
ECD,-0.296209815,0.00011785
CTTNBP2,-0.296175897,0.013314555
IFT57,-0.296165759,0.014927319
NDC1,-0.295892034,0.004342347
CNOT7,-0.295707886,0.002678659
MANEAL,-0.295461169,0.010524564
SNRPA1,-0.295434076,0.000320651
ENDOD1,-0.294865434,0.04964653
TM2D3,-0.294863168,0.000754129
TPK1,-0.294791104,0.002920725
RPE,-0.294757752,5.91E-04
WDR35,-0.294609681,0.001239592
PJA1,-0.294476545,0.007524429
RNF2,-0.294451254,0.00222999
SLC4A7,-0.2944197,0.037537084
SLC12A6,-0.294274415,0.000122478
UHRF1BP1,-0.294218158,0.012223189
RNF14,-0.294107321,0.000160044
SLC25A5,-0.294098164,0.002308272
APPL1,-0.294097997,0.0004434
ASXL3,-0.294017283,0.039928515
BOLA3,-0.293833721,0.005945824
TERF1,-0.293769834,0.000663658
TNFRSF21,-0.293635915,0.005159175
WDR77,-0.293596538,0.000242993
NUP155,-0.292929846,0.000699546
RAPGEF6,-0.292881711,0.038754579
CNRIP1,-0.292631514,0.035108618
MTX2,-0.292515616,0.005449407
NME9,-0.292422556,0.006052849
VWA8,-0.292396504,0.000411376
EIF3C,-0.292305824,0.044671348
DDX46,-0.292137879,0.002149294
RAB3GAP1,-0.292084265,0.001483807
CAMSAP2,-0.291539149,0.01332843
CCDC25,-0.291374064,0.001380942
KLLN,-0.291206022,0.022329183
AQP11,-0.291128955,0.005474982
NIF3L1,-0.290815071,0.000364724
CAMK2N1,-0.290788275,0.043912835
RFXAP,-0.290729188,0.028713752
NAPA,-0.290478056,0.028699399
SOCS5,-0.290430575,0.00968518
HCCS,-0.290401587,0.013785793
ARSG,-0.290203808,0.009953084
SEC22A,-0.29013927,0.000226234
PSMC6,-0.29013692,0.005088611
CRBN,-0.29010256,0.000725571
MRPS35,-0.290027191,0.003283273
HMGN1,-0.289976681,0.007815581
GNG10,-0.289967226,0.002543592
SCFD1,-0.289858147,0.001381163
CLUAP1,-0.289824969,0.000153642
SLC25A44,-0.289805239,0.001304381
COG5,-0.28980306,0.0014198
RNASEH2B,-0.289677257,0.007440966
TATDN1,-0.289666638,0.008100616
CERT1,-0.289514712,0.003194931
KBTBD4,-0.289178904,0.028434356
SLU7,-0.28894258,0.00130165
HECTD1,-0.28888945,0.000137414
ZNF774,-0.288889287,0.002725065
PNMA1,-0.288552221,0.016268891
MEF2D,-0.288496847,0.007736387
ZNF239,-0.288488349,0.022355984
SPICE1,-0.288257065,0.007957735
MTMR4,-0.288176007,0.000765324
GSS,-0.288109148,0.00345359
NLN,-0.288090169,0.000459206
CPEB3,-0.28804565,0.044681821
RETREG1,-0.287963899,0.040934562
CAMSAP1,-0.287937553,0.000911693
FAM199X,-0.287902904,0.007710693
TANC2,-0.287754064,0.007094943
ATG16L1,-0.287704097,0.000404459
SUPT16H,-0.287491607,0.000130502
FAM162A,-0.287237015,0.005942213
SEC23IP,-0.287219437,0.001515214
SFXN1,-0.287199714,0.002414945
C12orf43,-0.287145685,0.016551749
NRAS,-0.287122845,0.001211488
LONP2,-0.287036545,1.64E-05
CCDC112,-0.286978623,0.007226152
LINC00476,-0.286715228,0.002052493
EFR3B,-0.286599924,0.015152713
PRDM2,-0.286548961,0.000315758
TMEM181,-0.286520679,0.002682002
RAD17,-0.286280067,0.000314029
SARS1,-0.286274056,0.0097201
RTN4IP1,-0.286225917,0.005953261
NOVA1,-0.286126401,6.32E-04
MADD,-0.285964117,0.018816871
MCFD2,-0.285863978,0.010865818
FAM160B1,-0.28580133,0.018440925
NDUFAF5,-0.285563482,0.004703439
PTPRG-AS1,-0.285551143,0.042268587
CDC37L1,-0.285522556,0.004760352
ATG2B,-0.285516348,0.000298393
RLIM,-0.285443025,0.001305489
ICE1,-0.285343393,0.00036147
EFCAB7,-0.285274494,0.020091469
MEAF6,-0.285197312,0.004113714
RNF111,-0.285111344,1.61E-03
DMAC1,-0.285022078,0.00018675
SLC25A3,-0.285006359,0.001271855
USP46,-0.284974818,0.006608814
SCAF8,-0.284882299,0.0001364
HNRNPH2,-0.284742533,0.000797819
PRDM5,-0.284442628,0.032620444
RAD51C,-0.284251122,1.61E-02
DNAJC30,-0.284049175,0.034314103
ATP13A3,-0.284010388,0.022015813
DNAJC19,-0.283960749,0.003288548
ZNF706,-0.283950598,0.000358746
MATR3,-0.283948304,0.001884515
ZNF827,-0.283865647,0.002852603
KIAA0895,-0.283832144,0.038516012
ZMAT2,-0.283744572,0.004557193
CCNDBP1,-0.283441409,0.002266048
NBEAP2,-0.283233616,0.023499073
NDUFAF6,-0.282905201,0.002525442
ASH2L,-0.282856401,0.000284709
SNX13,-0.282611553,0.020256282
OXNAD1,-0.282592506,7.30E-05
FBXO25,-0.28257803,4.98E-05
CCDC82,-0.282570497,0.038619385
FAHD1,-0.282350637,0.014468786
NFU1,-0.282343639,0.003733254
EXOG,-0.28231759,0.002568442
MRPL35,-0.282311895,0.000892849
RIC3,-0.282175999,0.001078773
CROT,-0.282163904,0.001568785
CDC42SE2,-0.282076293,0.001779169
CCDC71,-0.28207085,0.022173102
ZNF611,-0.281767307,0.022239033
RAB39B,-0.281681177,0.009411339
BSCL2,-0.281557597,0.037196832
TRAP1,-0.281367204,0.002938007
BCLAF1,-0.281350271,0.002328594
ME1,-0.281319724,0.020655234
PACRGL,-0.281248014,0.0073612
PEX7,-0.281161878,0.004842935
DYNC1H1,-0.280946003,0.002745111
FECH,-0.280914411,0.007550346
NAA30,-0.280833787,0.018074607
CIAPIN1,-0.280780946,0.003892808
MTF2,-0.280620264,0.006966384
FAM218A,-0.280540744,0.047653135
AGFG1,-0.280519795,0.000601523
DCTN5,-0.280425478,0.000722572
GFM2,-0.280276938,0.011510518
ZBTB41,-0.280159906,0.042564207
TTC13,-0.280128801,0.000589282
TRIQK,-0.280040472,0.004432407
NUFIP1,-0.280013107,0.002482515
CFAP36,-0.280006146,0.026305414
CSNK1G3,-0.279883775,0.003114362
NIT2,-0.279725597,0.008247275
TAF1B,-0.279604188,0.028551032
VPS37A,-0.279602311,0.001181577
TBC1D31,-0.27950304,0.001644147
DDX18,-0.279435251,0.002252644
USP12,-0.279137529,0.003950399
RANBP6,-0.279059708,0.00356546
RAMAC,-0.279033639,0.000317843
ARHGEF33,-0.279019432,0.025135914
STK39,-0.278986159,0.01882859
RC3H2,-0.278815347,0.004513185
PCCB,-0.278756518,0.007961029
TDG,-0.278631128,0.001252286
COPS3,-0.278621605,0.001237636
MTREX,-0.278496944,0.000619589
VCPKMT,-0.27834302,0.019864733
RTL6,-0.278163204,0.011983451
NAE1,-0.277966833,0.000299934
INTU,-0.277848628,0.045110983
HIGD1A,-0.277746444,0.03708157
WASL,-0.277516935,0.010602474
NR1D2,-0.277491098,0.021049639
UTP18,-0.277408809,0.003039265
NR3C1,-0.277235,0.005168691
NRBF2,-0.277184888,0.007692291
GRSF1,-0.277157238,0.001234805
SPATA6L,-0.277135043,0.048085258
PFDN4,-0.277063231,0.047729416
FAM13B,-0.276751945,0.012252094
UBE2W,-0.276724131,0.03064734
RARS1,-0.276430014,0.000995749
HSDL1,-0.275978478,0.009159049
DIABLO,-0.275851662,0.001170939
HCFC2,-0.275742717,0.016515583
RBSN,-0.275645248,2.71E-04
CNNM4,-0.275586847,0.026276328
PDIK1L,-0.275371261,0.014837684
POP1,-0.275324492,0.00350224
CUL3,-0.274880235,0.003443839
TMEM170B,-0.274749636,0.025900784
BRINP3,-0.274645627,0.048233724
SRP54,-0.274636885,0.001461888
PDCD10,-0.274535235,0.042853509
UCK2,-0.27451999,0.002790367
MED31,-0.274513107,0.022291314
DNAJC12,-0.274488347,0.01638248
ZCCHC17,-0.274337133,0.001354941
ANKRA2,-0.274307982,0.011353875
KIF9,-0.274291097,0.006691763
IFT52,-0.273903155,0.000236501
KPNA2,-0.273716692,0.007020605
ZNF569,-0.273592563,0.003826881
ZNF773,-0.273439157,0.002096709
ZFP2,-0.273432502,0.004410396
UBE3C,-0.273333848,0.00151222
NDUFS4,-0.273212996,0.020848638
ZNF627,-0.273064141,0.001466647
LEPROTL1,-0.273028413,0.000806034
TAOK1,-0.272952191,0.001989086
NUS1,-0.272945769,0.016926207
LOC100130691,-0.27286483,0.011218541
XYLT1,-0.272849932,0.016142029
ATF6,-0.272376469,0.000249341
HEATR1,-0.272335326,0.021339934
RSL24D1,-0.271973518,0.022123612
VMA21,-0.271748132,0.000175025
COX15,-0.271723698,5.01E-05
DNAJB9,-0.271404,0.02567668
DCBLD2,-0.271171802,0.002958263
NUP133,-0.271097361,0.000860621
PDE7A,-0.271005837,0.009495703
OSBPL1A,-0.270850555,0.032996543
GPR180,-0.270825872,0.009008572
RAB1A,-0.27071235,0.004242028
NDEL1,-0.270658765,0.013448694
MRPL1,-0.270588506,0.04327481
MAIP1,-0.27058076,0.007465397
RAN,-0.270504263,0.008654264
XPR1,-0.270389207,0.005509141
GNL1,-0.270350831,0.003208312
SCYL3,-0.270307842,0.001022684
GOPC,-0.2702921,0.002098268
ING3,-0.270091707,0.023796116
KBTBD6,-0.270072078,0.005982667
PSMA6,-0.269963909,0.014816049
THAP10,-0.269906156,0.010673482
MAT2B,-0.269789654,0.009406574
SEC22B,-0.269743212,0.000464023
GPD1L,-0.269738742,0.008052672
GMCL1,-0.269454914,0.007174294
NOLC1,-0.269423568,0.002565317
ZBTB11,-0.269374853,0.012190704
STRAP,-0.26917727,0.012062643
TMED8,-0.268651389,0.004145833
ZNF793,-0.268487866,0.004689872
DTD2,-0.26835739,0.020929758
UBE2E3,-0.268330715,0.021717123
ASAP1,-0.268281489,0.012750474
C11orf58,-0.268219503,0.001908666
HABP4,-0.267713191,0.002352655
EIF2S1,-0.267536708,0.00070224
EPM2AIP1,-0.267425813,5.99E-05
TM7SF2,-0.267182931,0.035968041
CREBZF,-0.267170444,0.031476404
CLCN3,-0.26690425,0.000381344
ZIK1,-0.26673078,0.009976647
UPRT,-0.266584589,0.003326938
CEBPZOS,-0.266539873,0.001574507
UFSP2,-0.266342107,0.004464736
MRPS10,-0.266331964,1.66E-03
PDHB,-0.266042415,0.001628891
SIRT5,-0.266041405,0.001193199
ZFP28,-0.265895273,5.69E-05
FEM1B,-0.265871716,0.002985719
GPATCH2L,-0.265814853,0.006111126
NAA20,-0.265701611,0.005626607
MNAT1,-0.265696086,0.010411538
RWDD2A,-0.265639803,0.016298678
MED4,-0.265546013,0.005227193
IPO5,-0.265314471,0.001765058
TMEM135,-0.265254617,0.008453718
SRGAP3,-0.264765263,0.032283512
MCEE,-0.264731036,0.005754595
KPNA1,-0.264657726,6.23E-05
ANAPC13,-0.264375606,0.010101195
GFPT1,-0.264367755,4.26E-03
APOOL,-0.264323689,0.003602188
TAX1BP1,-0.264288953,0.001244287
PIAS1,-0.264153853,0.02711555
ITGB1BP1,-0.263809055,0.008103145
NCOA2,-0.263451359,0.008939552
ALAS1,-0.263448557,0.024224093
PSMA3,-0.26337202,0.000387148
DROSHA,-0.263193045,1.23E-05
PSEN2,-0.263084277,0.030889399
ZNF749,-0.263058206,0.031016289
RNF6,-0.262964345,0.015377668
LYST,-0.262733809,0.015084021
CALM2,-0.26271867,6.52E-03
PITPNB,-0.262715772,0.002868368
KBTBD7,-0.262695017,0.000677388
YAF2,-0.262684967,0.031067354
SERAC1,-0.26262671,0.001516929
UBXN8,-0.262530159,0.005805835
AGPAT5,-0.262468555,0.003511584
MAP3K13,-0.262426362,0.000217873
WDR61,-0.262368551,0.002148314
SETD6,-0.26236259,0.018191265
SNX14,-0.262324713,0.009941192
ME2,-0.262296127,0.000206903
ARNT2,-0.262204822,2.12E-02
JMJD4,-0.262164242,0.015282499
FMR1,-0.262142268,0.00112726
SVIP,-0.262097826,0.015826274
TTPAL,-0.262014792,0.007366993
EIF2A,-0.261998479,0.007321263
DCUN1D4,-0.261942563,0.002065193
THAP5,-0.261796603,0.024089002
PSMB2,-0.261440862,2.91E-05
ZNF200,-0.261367437,0.005478258
GOT2,-0.261323057,0.009465469
LRIT3,-0.261178226,0.049032909
ANKRD42,-0.2611542,0.043604813
MPV17L,-0.260952668,0.003560027
HGSNAT,-0.260907434,0.0134875
MXRA7,-0.260849947,0.021909965
ATMIN,-0.260626479,0.000145394
PTEN,-0.260565643,0.014766248
CACUL1,-0.260504623,6.18E-05
LYRM1,-0.260440558,0.005359975
OGFOD3,-0.260379019,0.022895459
ZNF253,-0.260233818,0.044645204
CRYZL1,-0.260190711,8.33E-05
CYB5R4,-0.260111557,0.034807625
RPRD1A,-0.260076205,0.004949671
MAP4K3,-0.259999463,0.018900074
PPME1,-0.259973934,0.007317193
XRCC4,-0.2598812,0.049253629
RBMX,-0.259863242,0.002995164
THAP12,-0.259845807,0.000840272
MFSD14A,-0.259641602,0.020663893
EDEM3,-0.259546991,0.007863977
BIRC6,-0.259419687,0.016587439
GSPT2,-0.259359541,0.022189386
PPT1,-0.259168122,0.001314827
PRMT9,-0.258931522,0.002388935
ZNRD2,-0.258876312,0.010103449
RALGAPB,-0.258778287,0.000411646
TMEM68,-0.258703984,0.011172817
FBXO38,-0.258395063,0.000889836
GTPBP8,-0.258371269,0.014487421
PRKAG1,-0.258294164,0.000156641
PIKFYVE,-0.258237956,0.010125526
WWP1,-0.258141948,0.001033642
TAF2,-0.258024025,0.001940759
ARIH1,-0.257928709,5.57E-05
BABAM2,-0.257326264,0.014021109
SUGP2,-0.257254194,0.025218121
MCAT,-0.257250402,0.046372408
ANKMY1,-0.256699821,0.044337805
IFT27,-0.256684707,0.001766773
PCDHB10,-0.256596328,0.031081129
KNTC1,-0.256349669,0.013411892
USP48,-0.256344093,0.003557943
MED29,-0.256249667,0.000241703
AGPS,-0.256109309,0.002535667
PCYOX1,-0.255685069,0.003743434
SLC23A2,-0.255663086,0.000962606
UTP25,-0.25554265,0.000101939
PXYLP1,-0.25552464,0.040177707
ZNF500,-0.255415269,0.007707956
YPEL5,-0.255348809,0.011799228
USP16,-0.255250788,0.005652336
TPP2,-0.255143961,0.003513594
PPP1R9A,-0.255115708,0.00799847
LOC102724532,-0.254954863,0.033164551
GRM3,-0.254925309,0.047804852
COQ10B,-0.254859736,0.011029638
MANSC1,-0.25481555,0.001081321
CAPN5,-0.254792615,0.043804206
ARF3,-0.254740046,0.03060537
SLC25A26,-0.254605802,0.015759475
RNFT2,-0.254537766,0.032497267
BPGM,-0.254456914,0.000688273
TBC1D7,-0.254239738,0.040282182
OSBP2,-0.254196112,2.36E-03
DYNC2H1,-0.254191238,0.0199125
ZNF682,-0.254082038,0.014638347
MIPEP,-0.253750156,0.008198592
SLC45A1,-0.253691788,0.023492726
WDR82,-0.253624494,0.003757984
AJAP1,-0.253600479,0.043339669
ZNF594,-0.253298563,0.015277627
METAP1,-0.253194712,0.001464167
MMADHC,-0.252947877,0.009976422
FAM160A2,-0.252740533,0.002678659
CD99L2,-0.252622518,0.040374382
UFM1,-0.252521652,0.001574462
DNAJC5,-0.252506325,0.02036217
HERC3,-0.252464127,0.018179434
CEP126,-0.252257848,0.023264176
CEPT1,-0.252037934,0.032797029
RBM45,-0.251789725,0.001874403
GPATCH4,-0.251766037,0.033959934
LRRC28,-0.251722794,0.004582672
ZNF268,-0.251697769,0.000300454
SIPA1L2,-0.251659449,0.044370585
ZNF277,-0.251628167,0.019807428
TMEM260,-0.251598082,0.015020281
DOLK,-0.251383548,0.005836018
NIPA1,-0.251147659,0.016198863
PIGX,-0.251070019,0.023120999
DNAJC24,-0.250915298,0.008317825
FAM135A,-0.250839066,0.01543143
NUP42,-0.25079952,0.001038401
TM2D1,-0.25078538,0.008163069
DCTN6,-0.250405696,0.018775392
COQ7,-0.25031756,0.000682933
TM9SF2,-0.250247965,0.017123611
GNPNAT1,-0.249960857,0.015524812
AGO1,-0.249928558,0.014709939
RASA2,-0.24962896,0.028090709
TIGAR,-0.249588927,0.027309032
SPRING1,-0.249428432,0.005064073
APAF1,-0.248891424,0.002191864
TERF2IP,-0.248794645,0.001373361
ELOVL6,-0.248792246,0.000503071
LIAS,-0.248771987,0.003909184
ZMYM4,-0.248763485,4.74E-05
LEO1,-0.248700018,0.001379167
DYRK2,-0.248472563,0.003208209
MRPS27,-0.24844205,0.000308194
SPOCK1,-0.248428047,0.023043134
TMEM209,-0.24839441,0.027644544
ABHD18,-0.248010636,0.00533428
TKFC,-0.247936784,0.017896626
RNF115,-0.247761328,0.006618836
TMEM14B,-0.247573634,0.012252094
ZKSCAN4,-0.247555009,0.010658481
WDPCP,-0.247491487,0.011544885
ARSB,-0.247437302,0.001633059
CTNNB1,-0.247424076,0.00243301
EIF4H,-0.247277296,0.000135934
NLE1,-0.247247455,0.007211281
VDAC3,-0.247187984,0.014867977
IPO9,-0.247138511,0.000398953
WBP11,-0.246930366,5.44E-05
WDR41,-0.246699027,0.001739698
LOC100506302,-0.246681007,0.00993856
SPTLC1,-0.24664603,0.011842746
LGMN,-0.246536322,0.01329157
SGPP1,-0.246455583,0.027723674
CHAMP1,-0.246266072,0.016695412
SLC2A11,-0.246251873,0.031547443
NUDCD3,-0.246225478,0.01638248
WDR37,-0.245996416,0.01403015
ZNF75D,-0.245505641,0.001598115
NKRF,-0.245287848,0.046654731
MMGT1,-0.245080609,0.004854856
USF3,-0.245070501,0.009602465
BZW1,-0.244940161,0.020811099
PSMD1,-0.244821704,0.006128317
WDR36,-0.244814191,0.003139564
ADK,-0.244797637,0.007430848
CCNB1,-0.244609436,0.014932147
CSNK2A1,-0.244582696,2.77E-05
ATG10,-0.244519379,0.010774095
MDH2,-0.244417065,0.028506763
NFXL1,-0.244325929,0.025061641
FRG1,-0.24388782,0.017078078
LINC00662,-0.243764728,0.020397696
NUP54,-0.243749415,0.033714511
ZNF529,-0.24374763,0.001390266
TSR1,-0.243505093,0.001506755
SMIM19,-0.243418321,0.016361858
ARPC2,-0.243360433,0.00718924
ABRAXAS1,-0.243323395,0.018868351
OSTF1,-0.24317876,0.031812004
LINC01184,-0.242923707,0.000365765
TFB2M,-0.24270631,0.043339669
SUMO1,-0.242197758,0.046197019
ATG5,-0.241870709,0.019492921
TRAF3IP1,-0.241860575,0.000851415
NEPRO,-0.241841828,1.76E-05
ZNF26,-0.241785081,0.000100113
FAM168B,-0.24165771,0.003425677
SEPTIN11,-0.241566569,0.018310821
FH,-0.241463137,0.005437119
PSMD7,-0.24119415,0.023054682
SRSF11,-0.241085333,0.012411216
NDUFAB1,-0.240935002,0.045628071
PDCD6IP,-0.240840943,0.001687801
BBS4,-0.240452325,0.00049472
CCDC32,-0.240445732,0.006666296
NOMO1,-0.24040597,0.001459286
TMEM62,-0.240368921,0.000825406
LETMD1,-0.240296042,0.001803667
MDN1,-0.240265926,0.034412965
PCGF6,-0.240092949,0.029801561
SACM1L,-0.240073162,0.003880551
HNRNPA0,-0.240062049,0.008422598
UBFD1,-0.240015761,0.009281471
ATP5MC3,-0.239865326,0.04022279
PPTC7,-0.239859997,0.033891278
SBNO1,-0.23970801,0.001314827
ARMC1,-0.239650442,0.007517304
ESYT2,-0.239572555,0.012153777
ZFAND5,-0.239122251,0.00275928
PDPK1,-0.239121022,0.00917224
ATG7,-0.239101173,0.011910666
